"""34023511000001100""",201920,NULL,NULL
"""34155711000001100""",201920,NULL,NULL
"""34164711000001108""",201920,NULL,NULL
"""34275811000001108""",201920,NULL,NULL
"""34345611000001100""",201920,NULL,NULL
"""34378411000001105""",201920,NULL,9
"""34615711000001100""",201920,NULL,6
"""34666311000001104""",201920,7,12
"""34690811000001108""",201920,NULL,NULL
"""34722511000001109""",201920,NULL,NULL
"""34796711000001108""",201920,NULL,NULL
"""34951711000001104""",201920,NULL,NULL
"""35018311000001100""",201920,NULL,NULL
"""35058211000001100""",201920,8,13
"""35298511000001102""",201920,10,16
"""35410211000001103""",201920,NULL,NULL
"""35541811000001105""",201920,NULL,8
"""35609211000001105""",201920,NULL,6
"""35907511000001100""",201920,8,16
"""35911211000001106""",201920,NULL,NULL
"""35928811000001105""",201920,NULL,NULL
"""35928911000001100""",201920,NULL,8
"""35934811000001104""",201920,NULL,7
"""36026911000001109""",201920,NULL,NULL
"""36029811000001105""",201920,NULL,NULL
"""36030311000001108""",201920,25,42
"""36061011000001106""",201920,NULL,12
"""36071511000001107""",201920,NULL,NULL
"""36139311000001109""",201920,NULL,NULL
"""36139511000001103""",201920,NULL,NULL
"""36435511000001102""",201920,NULL,NULL
"""3769111000001101""",201920,8,15
"""386117004""",201920,NULL,18
"""386118009""",201920,NULL,13
"""386119001""",201920,NULL,15
"""395278001""",201920,10,26
"""3975111000001100""",201920,18,30
"""3975211000001106""",201920,23,32
"""3975311000001103""",201920,NULL,6
"""3975411000001105""",201920,11,18
"""3975611000001108""",201920,24,48
"""3983211000001100""",201920,NULL,NULL
"""400687000""",201920,61,75
"""4027011000001100""",201920,6,25
"""407808007""",201920,9,12
"""407917008""",201920,44,186
"""408155001""",201920,8,16
"""409224007""",201920,NULL,NULL
"""409393009""",201920,19,43
"""409394003""",201920,6,14
"""409395002""",201920,NULL,8
"""409409000""",201920,NULL,8
"""409410005""",201920,NULL,NULL
"""4156511000001101""",201920,NULL,NULL
"""417232003""",201920,NULL,8
"""417515001""",201920,13,23
"""419015002""",201920,NULL,NULL
"""419681000""",201920,NULL,27
"""420867007""",201920,NULL,NULL
"""422044000""",201920,NULL,NULL
"""424692003""",201920,NULL,NULL
"""425120008""",201920,NULL,NULL
"""4252311000001106""",201920,6,12
"""427911000001103""",201920,NULL,NULL
"""4338011000001102""",201920,NULL,14
"""4349211000001103""",201920,18,24
"""4349311000001106""",201920,7,10
"""4349411000001104""",201920,10,38
"""441486009""",201920,NULL,8
"""442045008""",201920,NULL,10
"""4483211000001104""",201920,19,57
"""4483311000001107""",201920,NULL,10
"""456811000001107""",201920,NULL,14
"""4621211000001109""",201920,NULL,NULL
"""4847911000001103""",201920,10,37
"""4848011000001101""",201920,8,28
"""4877811000001109""",201920,NULL,NULL
"""5007311000001102""",201920,NULL,NULL
"""5365211000001102""",201920,NULL,NULL
"""656111000001103""",201920,NULL,6
"""660811000001100""",201920,6,12
"""703685004""",201920,NULL,NULL
"""703814009""",201920,NULL,NULL
"""752211000001104""",201920,NULL,NULL
"""7696611000001103""",201920,15,16
"""7851611000001109""",201920,NULL,NULL
"""8076911000001104""",201920,NULL,9
"""8077011000001100""",201920,10,26
"""8308411000001102""",201920,NULL,NULL
"""948311000001103""",201920,NULL,NULL
"""9503711000001102""",201920,NULL,NULL
"""9524211000001100""",201920,10,23
"""9543711000001108""",201920,NULL,6
"""965911000001100""",201920,NULL,NULL
"""987411000001104""",201920,6,32
#114865,201819,NULL,11
#134672002,201819,NULL,NULL
#138120,201819,10,38
#138617,201819,NULL,NULL
#149242,201819,NULL,NULL
#149442,201819,NULL,20
#149443,201819,NULL,7
#151297,201819,NULL,16
#15146111000001104,201819,NULL,6
#152555,201819,NULL,19
#152574,201819,NULL,6
#164191,201819,NULL,NULL
#164192,201819,NULL,24
#164194,201819,NULL,NULL
#164237,201819,NULL,28
#180315,201819,NULL,11
#18773111000001108,201819,NULL,NULL
#212940,201819,NULL,15
#214083,201819,NULL,NULL
#214084,201819,NULL,NULL
#21510311000001101,201819,NULL,NULL
#218621,201819,NULL,NULL
#218623,201819,NULL,NULL
#219681,201819,NULL,12
#219970,201819,NULL,10
#22690811000001102,201819,NULL,NULL
#232431,201819,NULL,10
#232619,201819,NULL,11
#236013,201819,NULL,NULL
#236683,201819,63,123
#23985411000001104,201819,NULL,NULL
#241238,201819,8,9
#242202,201819,NULL,7
#243461,201819,7,16
#24580911000001108,201819,8,13
#25444511000001102,201819,NULL,6
#259263,201819,NULL,16
#25964611000001107,201819,NULL,6
#261057,201819,6,28
#261059,201819,6,27
#263414,201819,NULL,NULL
#265978,201819,NULL,NULL
#265990,201819,NULL,8
#271415,201819,NULL,18
#272231,201819,6,23
#272232,201819,NULL,7
#272764,201819,NULL,7
#279803,201819,10,21
#28013211000001109,201819,NULL,7
#28013311000001101,201819,NULL,NULL
#280923,201819,NULL,13
#284732,201819,NULL,NULL
#284733,201819,NULL,NULL
#30037111000001101,201819,9,16
#324779009,201819,NULL,NULL
#327123007,201819,NULL,NULL
#327348002,201819,NULL,NULL
#327351009,201819,NULL,NULL
#32977411000001105,201819,NULL,12
#33722811000001109,201819,7,13
#34155711000001100,201819,NULL,NULL
#34197811000001106,201819,NULL,NULL
#34595611000001105,201819,NULL,NULL
#34814111000001103,201819,NULL,NULL
#35040611000001104,201819,NULL,NULL
#353865002,201819,NULL,6
#4027011000001100,201819,NULL,NULL
#409401002,201819,NULL,13
#412563009,201819,NULL,NULL
#420282006,201819,NULL,NULL
#420681006,201819,NULL,NULL
#421448007,201819,NULL,NULL
#424401006,201819,NULL,8
#429398005,201819,NULL,NULL
#4483211000001104,201819,52,114
#4483311000001107,201819,55,125
#4483311000001107,201920,NULL,6
#4848111000001100,201819,NULL,NULL
#703685004,201819,6,10
#703779004,201819,NULL,NULL
#703780001,201819,NULL,NULL
#703790009,201819,NULL,NULL
#703808002,201819,NULL,NULL
#704192000,201819,10,17
#704227006,201819,17,33
#704649006,201819,NULL,NULL
#714783001,201819,NULL,11
#7542611000001102,201819,NULL,13
#N/A,201819,109,298
#N/A,201920,97,265
#unknown,201819,2987,32994
(blank),201819,595,3083
(blank),201920,838,7485
****D11655*DVH*NOT FOUND*,201819,NULL,NULL
****D31862*DVH*NOT FOUND*,201819,NULL,NULL
****D33088*DVH*NOT FOUND*,201819,NULL,NULL
****D33149*DVH*NOT FOUND*,201819,NULL,NULL
****D33204*DVH*NOT FOUND*,201819,NULL,NULL
****D33482*DVH*NOT FOUND*,201819,NULL,NULL
****D33483*DVH*NOT FOUND*,201819,NULL,NULL
****D33515*DVH*NOT FOUND*,201819,NULL,NULL
****D33715*DVH*NOT FOUND*,201819,NULL,NULL
****D33781*DVH*NOT FOUND*,201819,NULL,NULL
****D33789*DVH*NOT FOUND*,201819,NULL,NULL
****D33832*DVH*NOT FOUND*,201819,NULL,7
****D33933*DVH*NOT FOUND*,201819,NULL,NULL
****D34048*DVH*NOT FOUND*,201819,NULL,NULL
****D34081*DVH*NOT FOUND*,201819,NULL,NULL
****D34148*DVH*NOT FOUND*,201819,NULL,NULL
****D34314*DVH*NOT FOUND*,201819,NULL,NULL
",'18671311000001102",201819,NULL,10
",'19824511000001102",201819,NULL,NULL
",'19842011000001102",201819,NULL,NULL
",'19953111000001100",201819,NULL,10
",'20558911000001100",201819,NULL,NULL
",'324880001",201819,NULL,NULL
",'326731000",201819,NULL,NULL
",'326873001",201819,NULL,NULL
",'34485811000001101",201819,NULL,NULL
",'34486011000001103",201819,NULL,NULL
",'34733211000001102",201819,NULL,NULL
",'3812211000001100",201819,NULL,NULL
",'3877311000001102",201819,NULL,NULL
",'410950003",201819,NULL,6
",'429704001",201819,NULL,NULL
",'442789004",201819,NULL,11
",'4483311000001107",201819,NULL,NULL
",'4831811000001100",201819,NULL,NULL
0,201819,17613,130429
0,201920,12492,124523
0.00E+00,201920,NULL,6
000000,201819,918,2630
00011000001106,201920,NULL,7
00687000,201920,NULL,NULL
0226111000001106,201920,NULL,NULL
03794000,201920,NULL,NULL
0401010ACAAAAAA,201819,24,24
08,201819,10,19
08.01.01,201819,13,76
08.01.05,201819,62,626
0920411000001100,201920,NULL,6
0922911000001109,201819,22,22
0923311000001103,201819,45,46
1,201819,NULL,17
1,201920,NULL,13
1.00366E+16,201819,6,18
1.0070711e+016,201920,8,10
1.00708E+16,201819,NULL,12
1.00709E+16,201920,NULL,20
1.00E+06,201819,NULL,8
1.01617E+16,201819,NULL,33
1.01617E+16,201920,NULL,NULL
1.01906E+16,201920,16,121
1.01928E+16,201920,NULL,6
1.01E+06,201819,NULL,8
1.01E+16,201920,NULL,11
1.02208E+16,201819,13,15
1.02208E+16,201920,75,143
1.02209E+16,201920,92,238
1.02261E+16,201819,NULL,NULL
1.02261E+16,201920,105,240
1.02469E+16,201920,NULL,NULL
1.02473E+16,201920,NULL,NULL
1.02E+06,201819,NULL,7
1.02E+16,201819,130,463
1.02E+16,201920,280,659
1.03545E+16,201819,NULL,NULL
1.03E+15,201819,NULL,NULL
1.04463E+16,201819,NULL,NULL
1.04463E+16,201920,NULL,NULL
1.04483E+16,201819,NULL,16
1.04E+16,201819,NULL,NULL
1.04E+16,201920,NULL,NULL
1.05318E+16,201819,19,40
1.06263E+16,201819,71,146
1.06264E+16,201819,21,25
1.06851E+16,201819,NULL,16
1.06E+16,201819,51,241
1.07401E+16,201819,NULL,11
1.07402E+16,201920,NULL,22
1.07404E+16,201819,NULL,NULL
1.07E+15,201819,7,7
1.07E+16,201819,NULL,NULL
1.08168E+16,201819,NULL,11
1.08171E+16,201819,NULL,12
1.08174E+16,201819,NULL,NULL
1.08289E+16,201819,12,19
1.08416E+16,201819,NULL,NULL
1.0842E+16,201819,NULL,NULL
1.08551E+15,201920,14,85
1.08591E+15,201920,8,22
1.08E+16,201819,10,17
1.09196E+16,201920,15,64
1.09219E+16,201819,NULL,NULL
1.0922E+16,201920,NULL,NULL
1.09702E+16,201920,13,198
1.09855E+16,201819,7,53
1.0985E+16,201819,NULL,7
1.09E+08,201920,15,17
1.09E+15,201819,12,12
1.09E+15,201920,NULL,13
1.09E+16,201819,97,98
1.09E+16,201920,7,18
1.10335E+16,201920,NULL,NULL
1.10345E+16,201920,NULL,92
1.10511E+15,201920,10,52
1.10E+15,201920,NULL,NULL
1.10E+16,201819,6,6
1.10E+16,201920,21,141
1.11111E+15,201920,NULL,NULL
1.11329E+16,201920,NULL,32
1.1188E+16,201819,NULL,NULL
1.1188E+16,201920,96,781
1.11E+16,201819,NULL,10
1.11E+16,201920,12,39
1.12369E+16,201819,155,543
1.12369E+16,201920,63,479
1.12E+15,201819,NULL,NULL
1.12E+16,201819,71,125
1.12E+16,201920,150,983
1.13421E+15,201920,15,38
1.13833E+16,201819,NULL,8
1.13E+16,201819,NULL,26
1.14943E+16,201920,NULL,8
1.14944E+16,201920,NULL,10
1.14951E+16,201819,16,66
1.14954E+16,201819,23,124
1.15564E+16,201819,NULL,9
1.1588311e+016,201819,NULL,NULL
1.15E+16,201819,12,99
1.16192E+16,201920,NULL,NULL
1.1619611e+016,201819,NULL,NULL
1.16196E+16,201920,NULL,NULL
1.16197E+16,201819,NULL,NULL
1.16197E+16,201920,NULL,NULL
1.16201E+16,201819,NULL,NULL
1.162E+16,201920,NULL,14
1.16495E+16,201920,NULL,NULL
1.16497E+16,201819,NULL,NULL
1.16E+16,201819,7,24
1.16E+16,201920,NULL,NULL
1.17539E+16,201920,13,119
1.17552E+16,201819,NULL,NULL
1.17557E+16,201819,6,15
1.17557E+16,201920,NULL,28
1.17558E+16,201819,NULL,NULL
1.17561E+16,201920,NULL,6
1.17565E+16,201819,9,28
1.1756E+16,201819,7,20
1.17629E+16,201920,NULL,NULL
1.1762E+16,201920,NULL,65
1.17630110000011E+16,201920,NULL,NULL
1.1763011e+016,201920,NULL,NULL
1.1763E+16,201819,NULL,NULL
1.1763E+16,201920,12,30
1.18125E+16,201819,NULL,7
1.18181E+15,201920,33,245
1.18271E+15,201920,NULL,NULL
1.18E+08,201920,10,11
1.18E+16,201819,32,88
1.18E+16,201920,9,90
1.19308E+16,201819,NULL,14
1.19309E+16,201920,NULL,NULL
1.19455E+16,201920,NULL,NULL
1.19E+16,201920,NULL,NULL
1.20435E+16,201920,NULL,6
1.20661E+15,201920,NULL,24
1.24948E+16,201920,6,49
1.25642E+16,201819,30,47
1.25642E+16,201920,6,28
1.25643E+16,201819,6,21
1.25643E+16,201920,6,40
1.25E+16,201819,NULL,NULL
1.25E+16,201920,NULL,12
1.26411e+014,201819,NULL,NULL
1.26E+16,201819,17,25
1.26E+16,201920,6,15
1.27775E+16,201819,NULL,NULL
1.2781E+16,201819,6,7
1.28168E+16,201920,7,25
1.28183E+16,201920,18,107
1.28E+16,201819,13,30
1.28E+16,201920,34,127
1.29401E+15,201920,26,181
1.30944E+16,201819,NULL,NULL
1.30E+16,201819,6,12
1.34232E+16,201920,NULL,16
1.34233E+16,201920,NULL,NULL
1.34523E+16,201920,18,41
1.34524E+16,201920,38,186
1.34659E+16,201819,NULL,NULL
1.34E+16,201920,18,50
1.35054E+16,201819,NULL,NULL
1.35993E+16,201819,NULL,12
1.35994E+16,201920,NULL,20
1.35E+16,201920,13,22
1.36107E+16,201920,NULL,NULL
1.36E+16,201819,NULL,NULL
1.37555E+16,201819,6,17
1.37561E+16,201819,8,38
1.38713E+16,201819,NULL,NULL
1.38E+16,201819,NULL,12
1.39258E+16,201920,NULL,12
1.39679E+16,201819,NULL,NULL
1.39E+16,201819,NULL,NULL
1.40576E+16,201920,NULL,14
1.40601E+16,201920,NULL,7
1.40604E+16,201920,NULL,10
1.40611E+16,201920,NULL,18
1.40612E+16,201920,6,42
1.40628E+16,201819,6,12
1.40628E+16,201920,NULL,10
1.40E+16,201819,NULL,NULL
1.41E+16,201819,NULL,NULL
1.41E+16,201920,18,70
1.42525E+16,201819,136,801
1.4665E+16,201920,8,24
1.46757E+16,201819,18,30
1.4689E+16,201819,NULL,NULL
1.46962E+16,201920,20,24
1.47795E+16,201819,6,10
1.47911E+16,201819,NULL,8
1.47912E+16,201819,12,51
1.47E+16,201819,138,496
1.47E+16,201920,NULL,NULL
1.48E+16,201819,NULL,NULL
1.49E+15,201819,15,20
1.49E+15,201920,NULL,7
1.50321E+16,201819,NULL,21
1.5072511e+016,201819,NULL,NULL
1.50725E+16,201819,NULL,NULL
1.50725E+16,201920,22,93
1.50729E+16,201819,NULL,NULL
1.50729E+16,201920,NULL,18
1.50737E+16,201819,14,25
1.50737E+16,201920,8,45
1.50738E+16,201920,NULL,10
1.50E+15,201819,NULL,6
1.50E+16,201819,7,12
1.50E+16,201920,NULL,NULL
1.51255E+16,201819,23,90
1.51255E+16,201920,NULL,6
1.51454E+16,201920,21,35
1.51461110000011E+16,201920,NULL,NULL
1.5146111e+016,201920,NULL,NULL
1.51461E+16,201819,23,47
1.51461E+16,201920,NULL,11
1.51462E+16,201819,NULL,NULL
1.51464E+16,201819,30,76
1.51464E+16,201920,7,30
1.51465E+16,201819,NULL,NULL
1.51468110000011E+16,201920,NULL,NULL
1.5146811e+016,201920,NULL,NULL
1.51468E+16,201819,41,100
1.51468E+16,201920,NULL,18
1.51469E+16,201819,NULL,7
1.51E+15,201819,NULL,9
1.51E+16,201819,85,312
1.51E+16,201920,81,204
1.52367E+16,201819,NULL,92
1.52367E+16,201920,7,578
1.52425E+16,201920,15,298
1.52466E+16,201920,15,65
1.52E+16,201819,18,23
1.52E+16,201920,19,61
1.53549E+16,201819,NULL,NULL
1.53623E+16,201819,NULL,NULL
1.53623E+16,201920,NULL,NULL
1.54065E+16,201920,NULL,48
1.54996E+16,201819,NULL,NULL
1.54996E+16,201920,NULL,6
1.54E+16,201819,NULL,10
1.54E+16,201920,NULL,6
1.55169E+16,201819,12,20
1.55182E+16,201920,10,78
1.55186110000011E+16,201920,NULL,NULL
1.55186E+16,201819,15,28
1.55186E+16,201920,NULL,18
1.5518E+16,201920,6,31
1.55457E+16,201819,NULL,6
1.55457E+16,201920,NULL,14
1.55481E+16,201819,NULL,NULL
1.55484E+16,201819,NULL,8
1.5568E+16,201920,NULL,NULL
1.55E+16,201819,10,38
1.55E+16,201920,24,74
1.56038E+16,201920,NULL,7
1.56145E+16,201819,NULL,NULL
1.56E+16,201819,23,97
1.56E+16,201920,NULL,NULL
1.59351E+16,201819,NULL,6
1.59352E+16,201920,NULL,NULL
1.59803E+16,201920,NULL,30
1.59871E+16,201819,NULL,NULL
1.59871E+16,201920,16,161
1.59E+16,201819,NULL,NULL
1.59E+16,201920,NULL,NULL
1.60555E+16,201819,NULL,11
1.60561E+16,201819,NULL,7
1.60768E+16,201920,NULL,6
1.60777E+16,201819,16,53
1.60777E+16,201920,NULL,15
1.6077E+16,201920,NULL,NULL
1.60962E+16,201920,NULL,30
1.60991E+16,201920,NULL,20
1.60994E+16,201920,NULL,26
1.60995E+16,201920,NULL,33
1.60997E+16,201920,6,21
1.60998E+16,201920,NULL,33
1.60E+16,201819,7,8
1.60E+16,201920,30,232
1.61019E+16,201819,NULL,NULL
1.61019E+16,201920,6,109
1.61021E+16,201920,9,194
1.6102E+16,201920,13,258
1.61853E+16,201819,NULL,NULL
1.61E+16,201819,18,151
1.61E+16,201920,41,617
1.62E+16,201819,NULL,10
1.65901E+16,201920,NULL,NULL
1.65928E+16,201819,12,12
1.65928E+16,201920,10,30
1.659E+16,201920,156,441
1.66029E+16,201819,NULL,25
1.66032E+16,201819,15,89
1.66032E+16,201920,NULL,6
1.66378E+16,201819,NULL,NULL
1.66379E+16,201920,11,77
1.66426E+16,201819,NULL,12
1.66426E+16,201920,NULL,8
1.66584E+16,201920,NULL,11
1.66588E+16,201920,NULL,26
1.66E+15,201819,NULL,NULL
1.66E+16,201819,16,30
1.66E+16,201920,131,227
1.67017E+16,201819,NULL,NULL
1.67E+16,201920,NULL,13
1.70756E+16,201920,NULL,30
1.71722E+16,201819,NULL,NULL
1.71724E+16,201819,NULL,6
1.71727E+16,201819,NULL,7
1.7172E+16,201819,NULL,NULL
1.71E+16,201819,NULL,6
1.71E+16,201920,NULL,21
1.72811E+16,201920,NULL,45
1.72E+16,201819,NULL,9
1.73158E+16,201819,29,144
1.73158E+16,201920,18,222
1.73E+16,201920,25,158
1.74311E+16,201819,67,101
1.74311E+16,201920,NULL,11
1.7431E+16,201819,NULL,NULL
1.74432E+16,201819,91,488
1.74437E+16,201819,18,25
1.74623E+16,201819,10,38
1.74627E+16,201819,NULL,NULL
1.74627E+16,201920,NULL,10
1.7462E+16,201819,14,66
1.74636E+16,201819,9,38
1.7484E+16,201920,38,196
1.74E+16,201819,53,251
1.74E+16,201920,NULL,9
1.75E+15,201819,6,6
1.75E+16,201920,37,78
1.76582E+16,201819,NULL,NULL
1.76582E+16,201920,18,51
1.76585E+16,201920,8,34
1.76657E+16,201920,13,84
1.76659E+16,201920,21,130
1.7667E+16,201920,18,78
1.77E+16,201819,8,12
1.77E+16,201920,50,357
1.78714E+16,201819,NULL,NULL
1.78714E+16,201920,NULL,NULL
1.78724E+16,201819,NULL,10
1.78724E+16,201920,12,86
1.79765E+16,201819,NULL,10
1.79768E+16,201819,NULL,17
1.79E+16,201819,7,22
1.8023211e+016,201819,NULL,NULL
1.80355E+16,201920,NULL,13
1.80358E+16,201920,11,79
1.8038E+16,201920,18,164
1.80442E+16,201920,NULL,8
1.80443E+16,201819,NULL,NULL
1.80443E+16,201920,NULL,NULL
1.8044411e+016,201819,NULL,6
1.80444E+16,201920,26,146
1.80445E+16,201819,12,13
1.80447E+16,201920,6,29
1.8044811e+016,201819,NULL,7
1.80448E+16,201920,21,113
1.80449E+16,201819,NULL,NULL
1.80449E+16,201920,NULL,NULL
1.80E+16,201819,67,213
1.80E+16,201920,70,358
1.81E+15,201819,NULL,NULL
1.81E+16,201819,NULL,NULL
1.8249E+16,201819,NULL,7
1.82907E+16,201819,NULL,NULL
1.82907E+16,201920,NULL,NULL
1.82912E+16,201819,NULL,8
1.82912E+16,201920,13,35
1.83E+15,201819,8,8
1.83E+16,201819,16,39
1.83E+16,201920,NULL,16
1.84017E+16,201819,NULL,NULL
1.84306E+16,201819,7,23
1.84316E+16,201819,NULL,NULL
1.84486E+16,201819,6,35
1.84682E+16,201819,NULL,NULL
1.84682E+16,201920,NULL,8
1.84E+16,201819,NULL,10
1.85389E+16,201920,NULL,NULL
1.85606E+16,201819,NULL,NULL
1.85948E+16,201819,24,68
1.85948E+16,201920,NULL,NULL
1.85949E+16,201819,25,54
1.85E+15,201819,NULL,NULL
1.85E+16,201819,15,25
1.85E+16,201920,7,12
1.86368E+16,201920,NULL,NULL
1.86531E+16,201819,NULL,NULL
1.86671E+16,201920,NULL,54
1.86673E+16,201819,28,302
1.86673E+16,201920,7,144
1.86674E+16,201819,NULL,NULL
1.86674E+16,201920,24,235
1.8667E+16,201819,NULL,40
1.86681E+16,201920,NULL,7
1.86688E+16,201920,NULL,6
1.86695E+16,201920,NULL,7
1.86713110000011E+16,201920,NULL,8
1.8671311e+016,201920,NULL,12
1.86713E+16,201819,6,21
1.86713E+16,201920,91,703
1.86714110000011E+16,201920,NULL,NULL
1.8671411e+016,201920,NULL,46
1.86714E+16,201819,NULL,13
1.86714E+16,201920,NULL,63
1.86E+16,201819,18,128
1.8741E+16,201819,45,388
1.8748E+16,201819,NULL,NULL
1.8748E+16,201920,NULL,7
1.87657E+16,201920,NULL,NULL
1.8766E+16,201920,8,16
1.87723E+16,201819,13,92
1.87731E+16,201819,29,221
1.87811E+16,201920,NULL,11
1.87E+15,201819,30,30
1.87E+16,201819,52,281
1.87E+16,201920,142,740
1.88E+16,201819,16,204
1.88E+16,201920,NULL,8
1.91772E+16,201920,NULL,12
1.91778E+16,201920,NULL,6
1.91779E+16,201819,9,32
1.92421E+15,201920,NULL,9
1.92E+15,201920,NULL,NULL
1.92E+16,201819,NULL,23
1.92E+16,201920,NULL,NULL
1.93458E+16,201819,NULL,NULL
1.93458E+16,201920,NULL,12
1.93767E+16,201819,46,389
1.93767E+16,201920,NULL,19
1.93815E+16,201819,NULL,7
1.93827E+16,201819,NULL,7
1.93E+16,201819,13,19
1.93E+16,201920,NULL,NULL
