1,201920,110089,1169903
NULL,201920,67873,978219
1,201819,94055,920932
2,201920,73888,586041
2,201819,72576,582362
3,201920,62031,469421
4,201920,49152,466184
NULL,201819,45379,346616
4,201819,36032,319460
3,201819,51241,317608
Other,201819,41438,306015
Other,201920,35141,304458
5,201920,1942,9972
5,201819,1245,6382
6,201819,18,19
